name,address
대구경진초등학교,대구 북구 경진로12길 5
조암중학교,대구 달서구 조암로 59
대구소프트웨어고등학교,대구 달성군 구지면 창리로11길 93
대구지묘초등학교,대구 동구 파계로6길 54-3
대구화남초등학교,대구 달성군 화원읍 명천로 181
영남대학교 대구캠퍼스,대구 남구 현충로
월배중학교,대구 달서구 월배로28길 80
서재중학교,대구 달성군 다사읍 서재로26길 18
경혜여자중학교,대구 남구 성당로18길 20
대구일마이스터고등학교,대구 동구 효동로 48
신기중학교,대구 동구 율하동로 88
입석중학교,대구 동구 동촌로 10
대구월서초등학교,대구 달서구 월배로39길 46
대구송일초등학교,대구 달서구 학산로2길 38
대구동부고등학교,대구 동구 반야월북로 199
경북대학교사범대학 부설중학교,대구 중구 달구벌대로 2178
대구숙천초등학교,대구 동구 숙천로 17
대구북동초등학교,대구 달성군 논공읍 논공로11길 18
대구국제학교,대구 동구 팔공로50길 22
오성중학교,대구 수성구 달구벌대로522길 78
가창초등학교,대구 달성군 가창면 가창로 640
대구북중학교,대구 북구 공항로 50
대구내서초등학교,대구 서구 달구벌대로371길 35
대구동산초등학교,대구 수성구 동대구로42길 29
정동고등학교,대구 동구 용계로1길 49
대구덕인초등학교,대구 달서구 대명천로43길 66
이곡중학교,대구 달서구 선원로37길 65
대구학정초등학교,대구 북구 학남로 32
한국폴리텍대학 달성캠퍼스,대구 달성군 논공읍 논공로 226
대구동촌초등학교,대구 동구 동촌로 168
대구율원초등학교,대구 동구 율하동로 55
대구북비산초등학교,대구 서구 통학로48길 7
대원고등학교,대구 달성군 화원읍 비슬로 2658
범물중학교,대구 수성구 범안로4길 46
대구효동초등학교,대구 동구 효동로 78-7
성명여자중학교,대구 중구 국채보상로102길 48
대구학산초등학교,대구 달서구 월성로 76
월암중학교,대구 달서구 조암로6길 33
대구동호초등학교,대구 동구 동호로 25
대구동변초등학교,대구 북구 동변로 60
대구 해안초등학교,대구 동구 옻골로 50
대구강림초등학교,대구 달성군 옥포읍 돌미로 15
서대구초등학교,대구 서구 서대구로63길 28-13
대진중학교,대구 달서구 화암로73길 7
경일여자중학교,대구 남구 효성로 37
대구중리초등학교,대구 서구 국채보상로 135
대구월암초등학교,대구 달서구 조암로6길 55
대구장산초등학교,대구 달서구 장산로 30
관천중학교,대구 북구 구암로22길 7
대구효목초등학교,대구 동구 화랑로27길 25
대구두류초등학교,대구 서구 달구벌대로357길 22
대구복현초등학교,대구 북구 공항로 58
강북중학교,대구 북구 구암서로 27
능인중학교,대구 수성구 무학로 207
대구학남초등학교,대구 북구 학정동로 23
대구남송초등학교,대구 달서구 송현로 192
대구관음초등학교,대구 북구 관음동로17길 16
포산중학교,대구 달성군 유가읍 테크노북로6길 10
영송여자고등학교,대구 북구 태전로 92
대구대천초등학교,대구 북구 구암로21길 54
대구왕선초등학교,대구 달성군 다사읍 대실역북로 93
대구신성초등학교,대구 동구 동북로71길 29
대구노변초등학교,대구 수성구 노변공원로 52
대구남명초등학교,대구 남구 큰골4길 41
다사중학교,대구 달성군 다사읍 매곡로2길 8-5
율원중학교,대구 동구 율하동로 20
대구매호초등학교,대구 수성구 달구벌대로647길 30
한남미용정보고등학교,대구 달성군 화원읍 비슬로 2614-18
경신중학교,대구 수성구 달구벌대로504길 34
대구비봉초등학교,대구 서구 달서로45길 30
대구효명초등학교,대구 남구 앞산순환로 707
대구죽곡초등학교,대구 달성군 다사읍 죽곡1길 18
대구관남초등학교,대구 북구 칠곡중앙대로91길 10
남대구초등학교,대구 남구 중앙대로47길 55
강동고등학교,대구 동구 금강로 65
송현여자중학교,대구 달서구 송현로 156
대서중학교,대구 달서구 월배로 303
대구해서초등학교,대구 동구 팔공로 220-4
대구아양초등학교,대구 동구 아양로 221
가창중학교,대구 달성군 가창면 원정길 2
대구대진초등학교,대구 달서구 상화로 70
불광사경북불교대학,대구 수성구 욱수길 46
학산중학교,대구 달서구 월곡로94길 10
불로중학교,대구 동구 방천로5길 8
대구남부초등학교,대구 달서구 야외음악당로15길 46
대구용호초등학교,대구 동구 동촌로56길 82
(구)대구삼영초등학교,대구 북구 3공단로14길 31
금포초등학교,대구 달성군 논공읍 금포초등길 28
대구남덕초등학교,대구 남구 앞산순환로93길 33
대구대실초등학교,대구 달성군 다사읍 대실역남로1길 31
대구용천초등학교,대구 달서구 조암남로32길 55
성광중학교,대구 북구 검단로 150
북대구초등학교,대구 북구 동북로37길 68
대구보명학교,대구 남구 성당로50길 33
대구성지초등학교,대구 달서구 새동네로 27
경구중학교,대구 중구 남산로 20
대구함지초등학교,대구 북구 동천로 33
대산초등학교,대구 북구 신천동로 900
한국대구화교소학교,대구 중구 종로 34
대구교동초등학교,대구 북구 관음중앙로34길 4
대구서촌초등학교,대구 동구 파계로 525-11
산격중학교,대구 북구 동북로31길 29
동촌중학교,대구 동구 동촌로 176
대구지봉초등학교,대구 수성구 지범로31길 45
대구월곡초등학교,대구 달서구 상인로 40
대구삼육초등학교,대구 수성구 청수로 22-23
성화중학교,대구 북구 복현로 140
대구월성초등학교,대구 달서구 학산로7길 26
대구매동초등학교,대구 수성구 천을로31길 16
대구화동초등학교,대구 달성군 화원읍 성암로 38
우리절한국불교대학,대구 남구 중앙대로 126
대구서동중학교,대구 달성군 다사읍 서재로12길 11-11
inG캠퍼스,대구 북구 대학로 99
대구중앙중학교,대구 수성구 신천동로 496
신당중학교,대구 달서구 서당로 30
대구북부초등학교,대구 북구 동천로 20
대구대서초등학교,대구 달서구 송현로 9
대구보건학교,대구 남구 성당로50길 33
대구강북초등학교,대구 북구 구암서로 50
안심중학교,대구 동구 안심로 237
대건중학교,대구 달서구 월곡로94길 46
대구봉무초등학교,대구 동구 팔공로53길 30
매천중학교,대구 북구 매전로 56
대구공산초등학교,대구 동구 팔공로197길 35
구지중학교,대구 달성군 구지면 국가산단대로66길 22
덕원중학교,대구 수성구 욱수길 37
대구시지초등학교,대구 수성구 달구벌대로631길 17
서변중학교,대구 북구 서변로21길 14
경북외국어대학교 (폐교),대구 북구 호국로 861
대구동곡초등학교,대구 달성군 하빈면 달구벌대로55길 104-4
성산중학교,대구 달서구 선원남로 174
대구노전초등학교,대구 달서구 한실로 43
서남중학교,대구 서구 당산로41서길 97
도원고등학교,대구 달서구 미리샘길 52
구남중학교,대구 달서구 두류남길 10
대구성산초등학교,대구 달서구 선원남로 173
청구중학교,대구 동구 국채보상로 827
대구도림초등학교,대구 달성군 다사읍 서재로26길 94
효성초등학교,대구 달서구 송현로 81
대구파동초등학교,대구 수성구 파동로51길 34
영신초등학교,대구 동구 팔공로50길 32
대구상원초등학교,대구 달서구 월곡로20길 15
매호중학교,대구 수성구 천을로 106
입석초등학교,대구 동구 아양로 300
죽전중학교,대구 달서구 죽전1길 176
대구사월초등학교,대구 수성구 달구벌대로656길 46
대구금계초등학교,대구 달성군 옥포읍 금계길 55
대구명곡초등학교,대구 달성군 화원읍 명곡로 40
교동중학교,대구 북구 관음중앙로32길 15
경명여자중학교,대구 북구 칠성로17길 18
영남중학교,대구 달서구 월곡로 300
대구교육대학교부설초등학교,대구 달서구 도원남로 19
대구남동초등학교,대구 달성군 논공읍 논공로 258
대구매곡초등학교,대구 달성군 다사읍 대실역북로3길 6
대구신서초등학교,대구 달서구 계대동문로3길 46
대구방촌초등학교,대구 동구 동촌로42길 35-14
경북대학교 치의학전문대학원,대구 중구 달구벌대로 2175
범일중학교,대구 수성구 지범로41길 23
대구서변초등학교,대구 북구 호국로43길 35
대구 이곡초등학교,대구 달서구 선원남로 120
대구세현초등학교,대구 달성군 구지면 국가산단대로66길 10
동변중학교,대구 북구 동변로14길 12
대구용계초등학교,대구 달성군 가창면 가창로221길 1
대구용전초등학교,대구 달서구 용산로 260
대구천내초등학교,대구 달성군 화원읍 성천로 192
팔달중학교,대구 북구 매천로2길 19-22
대구반송초등학교,대구 달성군 옥포읍 용연사길 5
학남중학교,대구 북구 학남로 83
한울안중학교,대구 달성군 현풍읍 지동길 31
대구태현초등학교,대구 북구 태전로 95
천내중학교,대구 달성군 화원읍 성천로 202
대구구암초등학교,대구 북구 학정로 245
대구호산초등학교,대구 달서구 달서대로109길 116
논공중학교,대구 달성군 논공읍 논공로 256
대구태암초등학교,대구 북구 칠곡중앙대로52길 56
대구국제고등학교 (2020년 3월 예정),대구 북구 국우동 90-1
대구포산초등학교,대구 달성군 현풍읍 테크노북로 80
대구 와룡초등학교,대구 달서구 선원남로 22
달구벌고등학교,대구 동구 팔공산로2길 16
상인중학교,대구 달서구 상인로 34
북동중학교,대구 달성군 논공읍 논공로7길 43
대구율금초등학교,대구 동구 안심로16길 70
상서중학교,대구 달서구 야외음악당로 107
사수중학교,대구 북구 내곡로 140
도원중학교,대구 달서구 미리샘길 32
심인중학교,대구 남구 현충로39길 29
유가중학교,대구 달성군 유가읍 테크노대로5길 20
경북대학교 법학전문대학원,대구 북구 대학로 80
경신정보과학고등학교 (폐교),대구 중구 달구벌대로415길 55
수성중학교,대구 수성구 파동로51길 26-9
영신중학교,대구 동구 팔공로50길 32
대구논공초등학교,대구 달성군 논공읍 논공로7길 41
대구관천초등학교,대구 북구 구암로22길 17
대구하빈초등학교,대구 달성군 하빈면 하빈로 391-1
대구팔달초등학교,대구 북구 매천로2길 19-6
경상여자중학교,대구 서구 국채보상로 384
대구영화학교,대구 남구 성당로50길 33
원화중학교,대구 달서구 당산로30길 30
대구선원초등학교,대구 달서구 선원로33길 105
대구청림초등학교,대구 수성구 고산로 51
대구조야초등학교,대구 북구 조야로8길 16
대구광명학교,대구 남구 성당로50길 33
경암중학교,대구 달서구 당산로30길 20
계명대학교 달성캠퍼스,대구 달성군 유가읍 테크노순환로 269
대구동문초등학교,대구 수성구 효행로2길 111
영진사이버대학교,대구 북구 복현로 35
동화사대구불교대학,대구 중구 문우관길 65
유가초등학교 한정분교(폐교),대구 달성군 유가읍 달창로28길 31
대구범물초등학교,대구 수성구 지범로41길 33
대구성곡초등학교,대구 달서구 선원남로 127
경북기계공업고등학교 부설대구문화예술산업학교,대구 달서구 월배로 275
대구복명초등학교,대구 수성구 범안로20길 8
현풍중학교,대구 달성군 현풍읍 비슬로 675
공산중학교,대구 동구 팔공로197길 26
동성고등공민학교,대구 중구 큰장로 32
달서중학교,대구 달성군 하빈면 하빈로 118
