name,dong,lon,lat,in,out
한양수정아파트,관음동,128.54443999999998,35.934576666666665,6768.0,1180.0
관음공영주차장앞,관음동,128.54443500000002,35.93974166666667,17048.0,1288.0
관음농협앞,관음동,128.54440166666666,35.938708333333345,15372.0,1469.0
관음어린이집,관음동,128.545095,35.94333333333333,11487.0,1572.0
관음동행정복지센터건너,관음동,128.54689318333334,35.945007616666665,10781.0,1014.0
교동초등학교건너,읍내동,128.54857503333332,35.94510648333333,8772.0,1029.0
양지마을앞,관음동,128.54463333333334,35.94617,39908.0,1457.0
칠곡우방타운건너(종점),읍내동,128.54675640000002,35.94754145,8710.0,1036.0
(주)성안건너,검단동,128.62449166666664,35.91493666666667,1569.0,3109.0
검단동대구축협앞,검단동,128.62393166666666,35.915546666666664,57694.0,786.0
검단상가아파트앞,검단동,128.62589,35.91653833333333,6926.0,1404.0
전기재료관1,산격2동,128.60699499999998,35.90522166666665,7412.0,6107.0
전자상가,산격2동,128.60519833333333,35.90534500000001,122440.0,23188.0
국우동현대아파트건너,동천동,128.58005833333334,35.947748333333344,7972.0,926.0
강북중학교건너,구암동,128.565765,35.93907833333333,748.0,9426.0
양지마을건너,관음동,128.54415500000002,35.94566,350.0,4924.0
무림제지앞2,침산3동,128.5886933333333,35.89596500000001,916.0,1319.0
오페라하우스건너,칠성동,128.59262833333332,35.88277333333333,26529.0,6907.0
오페라하우스앞,칠성동,128.5928866666667,35.88288833333333,41052.0,9862.0
베어산업앞,검단동,128.61353,35.914078333333336,337.0,269.0
베어산업건너,검단동,128.61353,35.91430666666667,5677.0,65.0
진흔건설기계공업,검단동,128.6190787,35.91559923333333,1786.0,76.0
혜성정공,검단동,128.619903,35.915848,149.0,588.0
관음중학교(북편),관음동,128.54493166666668,35.94274333333333,16932.0,1335.0
관음동행정복지센터앞,관음동,128.54643218333334,35.94480766666667,18950.0,1454.0
교동초등학교앞,읍내동,128.54855865,35.945041116666665,20272.0,4675.0
성보교통,검단동,128.62180648333333,35.91746063333334,26630.0,4163.0
강북중학교앞,구암동,128.56571499999998,35.93926333333333,80744.0,383.0
유통단지회차지,산격2동,128.60613,35.90815833333333,9051.0,2864.0
북대구초등학교건너,산격2동,128.60946,35.904175,29026.0,1126.0
전기재료관2,산격2동,128.60776833333333,35.90396166666667,1471.0,5372.0
북대구초등학교앞,산격2동,128.610735,35.90467833333333,10088.0,3917.0
검단119안전센터(엑스코),산격2동,128.6149366666667,35.90695333333333,1012.0,1246.0
중소기업관건너,산격2동,128.61674499999998,35.90784833333333,643.0,7570.0
태왕아너스복현건너,복현2동,128.62006833333334,35.900146666666664,39498.0,13809.0
태왕아너스복현앞,복현2동,128.620175,35.90006333333333,98259.0,19697.0
칠곡그린빌2차건너,구암동,128.56633200000002,35.94267200000001,107776.0,8755.0
칠곡그린빌6단지건너,구암동,128.56673999999998,35.944865,6152.0,1654.0
칠곡그린빌6단지앞,동천동,128.56692833333332,35.944936666666656,2466.0,284.0
학정청아람1,동천동,128.57003883333334,35.9513344,11561.0,3712.0
유통단지회차지2,산격2동,128.60577,35.907317000000006,29652.0,749.0
무태교,산격2동,128.596335,35.90259000000001,360.0,9560.0
북구어울아트센터앞,관음동,128.54625094999997,35.93350836666668,1221.0,1655.0
학정청아람2,동천동,128.567947,35.954445,29577.0,536.0
민들레아파트후문앞,검단동,128.62907166666668,35.916498333333344,67128.0,1278.0
민들레아파트후문건너,검단동,128.62905,35.91663000000001,51472.0,2096.0
도남지,동천동,128.5864425,35.96483879999999,1276.0,2.0
대구예담학교,동천동,128.581175,35.95471333333333,1866.0,391.0
복현성모약국앞,복현1동,128.6196952,35.89375993333333,28547.0,11541.0
운암지공원2,구암동,128.56476,35.931845,258.0,1835.0
문주마을앞,관문동,128.52422948333333,35.89814513333333,202.0,416.0
장태실마을건너,관문동,128.53604666666666,35.894825,10254.0,5897.0
장태실마을앞,관문동,128.53585000000004,35.895,6332.0,7310.0
문주마을건너,관문동,128.5246771333333,35.898053683333345,4012.0,408.0
동침산네거리2,침산2동,128.5995616666667,35.88660333333333,1028.0,2600.0
대구국제사격장,관문동,128.52527833333335,35.910536666666665,508.0,77.0
관음변전소3,관음동,128.54190333333332,35.94184166666665,5169.0,1064.0
검단동주민센터1,검단동,128.62800353333336,35.91275423333333,9738.0,312.0
검단동주민센터2,검단동,128.62807645,35.91267606666667,20.0,2294.0
영진교통(종점),검단동,128.62867656666668,35.91743075,3184.0,501.0
침산쌍용예가아파트앞,침산3동,128.58970499999998,35.893625,10449.0,8806.0
e편한세상대구금호건너,관문동,128.50969833333332,35.898888333333346,130860.0,1825.0
e편한세상대구금호앞,관문동,128.50955833333333,35.899555,4476.0,5454.0
금호1,관문동,128.52180166666668,35.89626999999999,61.0,2822.0
금호천년나무1단지동편건너,관문동,128.51713333333333,35.8976,5953.0,14811.0
사수초등학교건너,관문동,128.51401566666667,35.90172986666667,4293.0,12032.0
사수초등학교앞,관문동,128.51411666666667,35.90156666666667,149539.0,2457.0
베네딕도수녀원건너,관문동,128.51774500000002,35.897003333333345,68026.0,4629.0
금호2,관문동,128.52244000000002,35.89666833333333,5882.0,405.0
금호서한이다음아파트앞,관문동,128.51012196666667,35.897168816666664,43492.0,707.0
금호서한이다음아파트건너,관문동,128.51176123333332,35.89690851666667,1978.0,1070.0
금호천년나무1단지앞,관문동,128.51478946666668,35.897338,7468.0,326.0
금호천년나무1단지건너,관문동,128.51486976666666,35.897145183333336,2465.0,6885.0
금호지구종점(시내방향),관문동,128.50962666666666,35.89650500000001,7333.0,732.0
금호지구종점(종점방향),관문동,128.50939713333335,35.89637540000001,11792.0,111.0
금호천년나무1단지동편,관문동,128.51642030000002,35.89879674999999,61427.0,5296.0
베네딕도수녀원,관문동,128.51870284999998,35.89717848333334,35103.0,6403.0
금호천년나무8단지앞,관문동,128.50948290000002,35.89775175,1685.0,1699.0
복현푸르지오아파트앞,복현2동,128.62670276666665,35.89051540000001,43096.0,14659.0
문주마을1,관문동,128.5266282166667,35.90210476666667,3.0,24.0
문주마을2,관문동,128.52629799999997,35.90154855000001,368.0,66.0
국우동현대아파트건너2,동천동,128.58020166666665,35.94909666666667,231.0,624.0
내당광명아파트,내당4동,128.54636954999998,35.86049695,45970.0,24245.0
중리광명맨션건너,내당4동,128.54750166666665,35.86164833333333,141926.0,14650.0
중리광명맨션앞,상중이동,128.54744,35.86177333333333,76460.0,17933.0
퀸스로드건너(동편),상중이동,128.54619333333332,35.8626,74321.0,16021.0
퀸스로드앞(동편),상중이동,128.54613999999998,35.86242833333333,120168.0,26594.0
상중이동행정복지센터건너,상중이동,128.5464399833333,35.865699716666654,42829.0,15055.0
상중이동행정복지센터앞,상중이동,128.54634231666665,35.86651766666667,105724.0,24960.0
중리네거리1,상중이동,128.5465266666667,35.867625,42568.0,21789.0
중리네거리2,상중이동,128.54647666666668,35.86814666666667,49365.0,9914.0
중리롯데캐슬앞,상중이동,128.54729833333334,35.86895666666667,181692.0,30866.0
중리시장앞,평리5동,128.54835000000003,35.86937,72180.0,18279.0
서구문화회관건너,평리5동,128.54675781666666,35.871158333333334,32715.0,13326.0
서구문화회관앞,상중이동,128.54669166666665,35.872436666666665,82286.0,14141.0
평현치안센터건너,평리5동,128.54689599999998,35.87374345,48942.0,7773.0
평리명성아파트앞,평리6동,128.54705725,35.87626841666665,28686.0,10005.0
평리명성아파트건너,상중이동,128.54694833333332,35.876261666666664,49194.0,11419.0
서평초등학교건너,상중이동,128.54530333333332,35.87880500000001,20921.0,6679.0
서평초등학교,평리6동,128.54627666666664,35.878656666666664,35809.0,10979.0
이현삼거리1,상중이동,128.53832,35.87865333333333,8328.0,4764.0
이현삼거리3,상중이동,128.54117499999998,35.878434999999996,22756.0,8210.0
이현자동차검사소앞,상중이동,128.53865489999998,35.873824766666665,61251.0,11011.0
이현자동차검사소건너,상중이동,128.53899478333332,35.87390405,11208.0,8103.0
서대구공단네거리1,상중이동,128.53763833333332,35.86928833333333,9041.0,993.0
서대구공단네거리2,상중이동,128.53797166666666,35.86955833333333,17145.0,9367.0
신도운수앞,상중이동,128.53521,35.86868166666667,10250.0,1750.0
신도운수건너,상중이동,128.53518,35.868516666666665,7677.0,3609.0
서대구공단네거리4,상중이동,128.53847,35.86859000000001,84091.0,23840.0
이현지구대앞,상중이동,128.54272833333334,35.86892666666667,16921.0,8760.0
이현지구대건너,상중이동,128.54393000000002,35.86878166666667,22842.0,11395.0
서대구공단네거리3,상중이동,128.53744999999998,35.86805000000001,41369.0,5011.0
평화정공앞,상중이동,128.53735166666667,35.862305,8966.0,531.0
평화정공건너,상중이동,128.537675,35.862541666666665,1601.0,7383.0
대구의료원건너,상중이동,128.54088000000002,35.85875,109161.0,9304.0
대구의료원앞,상중이동,128.54064,35.858806666666666,46912.0,18192.0
퀸스로드건너,상중이동,128.544795,35.86042166666667,9478.0,12985.0
퀸스로드앞,상중이동,128.544815,35.860596666666666,19960.0,5122.0
죽전그린빌건너,용산1동,128.5329015833333,35.858879216666665,26507.0,20142.0
평리청구타운건너,평리4동,128.55613166666666,35.86457,346430.0,85458.0
평리청구타운앞,평리4동,128.55598500000002,35.86451333333333,348887.0,95518.0
신평리네거리1,평리4동,128.55539,35.86859666666667,167766.0,91846.0
신평리네거리2,평리4동,128.55514,35.868431666666666,223336.0,73192.0
한국폴리텍VI대구대학건너,평리3동,128.55504666666667,35.87193166666667,205199.0,55620.0
한국폴리텍VI대구대학앞,평리5동,128.554835,35.87195999999999,137633.0,75833.0
서구시장앞,평리3동,128.55508043333336,35.8744669,180438.0,50713.0
서구시장건너,평리5동,128.55482666666666,35.87438833333333,230360.0,76118.0
평리네거리1,평리3동,128.55506561666667,35.87733323333333,142733.0,159430.0
평리네거리2,평리6동,128.5547983333333,35.877471666666665,182285.0,50926.0
삼익뉴타운앞,내당4동,128.55001833333333,35.86255999999999,152667.0,30181.0
삼익뉴타운건너,상중이동,128.55096999999998,35.86277666666667,70583.0,27456.0
진달래아파트앞,상중이동,128.55169833333332,35.869746666666664,219691.0,78144.0
진달래아파트건너,평리5동,128.55262666666667,35.870101666666656,140823.0,41830.0
평리광명맨션건너,평리5동,128.55198166666665,35.87498333333335,33572.0,11681.0
평리광명맨션앞,평리6동,128.5528,35.87515666666665,8453.0,3660.0
평리6동주민센터앞,평리6동,128.54870666666665,35.87441166666667,1514.0,6204.0
서부고등학교앞,평리3동,128.55874166666666,35.875651666666656,20134.0,1635.0
서부고등학교건너,평리3동,128.55972946666668,35.87573610000001,23656.0,4446.0
평리3동주민센터건너,평리3동,128.56202833333333,35.87568666666667,27720.0,2376.0
평리중학교건너,평리1동,128.56301226666668,35.87443296666667,20414.0,8095.0
서구청앞,평리4동,128.55891885,35.8712853,455001.0,96398.0
서구청건너,평리4동,128.55828000000002,35.871005,551405.0,76482.0
신평리주유소앞,평리4동,128.55857666666668,35.86409000000001,9908.0,4124.0
평리2동주민센터건너,평리4동,128.56325,35.869263333333336,102320.0,12015.0
평리2동주민센터앞,평리2동,128.56331833333334,35.869121666666665,58331.0,33476.0
한전서대구지사앞,비산4동,128.571015,35.87022833333333,201035.0,42872.0
한전서대구지사건너,비산4동,128.5711016666667,35.87018333333333,208026.0,110631.0
서부시장앞,비산2.3동,128.571185,35.874278333333336,246470.0,69930.0
서부시장건너,비산6동,128.571065,35.87495999999999,329894.0,97906.0
대구은행북비산지점건너2,비산2.3동,128.57133000000002,35.876805,18432.0,14792.0
대구은행북비산지점앞,비산6동,128.57118833333334,35.87814,436545.0,76187.0
비산6동주민센터앞,비산6동,128.56952356666667,35.875997166666664,6373.0,1283.0
비산6동주민센터건너,비산6동,128.5696271333333,35.875891866666656,5859.0,11918.0
평리1동주민센터앞,평리1동,128.56518833333334,35.87579500000001,29419.0,1828.0
평리1동주민센터건너,평리1동,128.56359833333332,35.875736666666654,982.0,1071.0
KT서대구지사앞,평리2동,128.56397166666665,35.87196166666667,163463.0,70146.0
달서교회건너,비산4동,128.568655,35.87227333333333,229944.0,56275.0
평리광명네거리,평리3동,128.55615333333333,35.875661666666666,4249.0,7845.0
비산지하도1,비산2.3동,128.57199825,35.88094394999999,130579.0,55129.0
대구제일고등학교건너,비산4동,128.57359,35.87219,283641.0,85976.0
대구제일고등학교앞,비산4동,128.57397,35.87196166666667,296368.0,205446.0
대구은행평리동지점건너,평리6동,128.55001,35.87891833333333,40091.0,14663.0
대구은행평리동지점앞,평리6동,128.55067666666667,35.87878833333333,74166.0,27110.0
대평리시장,평리3동,128.558415,35.87908166666667,179653.0,10370.0
서대구중학교앞,평리3동,128.55808471666666,35.87924923333333,79379.0,62000.0
대평중학교건너,평리3동,128.56124,35.87916333333333,101116.0,10848.0
대평중학교앞,평리3동,128.56104,35.879331666666666,68666.0,19521.0
비산초등학교건너,평리1동,128.56564666666665,35.87952666666667,103756.0,15344.0
비산초등학교앞,평리1동,128.56516333333332,35.879331666666666,156803.0,27258.0
북비산네거리1,비산6동,128.56908166666665,35.87943666666667,84836.0,63386.0
북비산네거리2,비산1동,128.57001333333335,35.87967166666667,100819.0,20146.0
인동촌시장입구,비산2.3동,128.57285000000002,35.87929166666667,144818.0,8873.0
인동촌시장건너,비산2.3동,128.57432666666668,35.879131666666666,34783.0,28342.0
비산지하도2,비산1동,128.57172333333335,35.880775,243539.0,54923.0
대구의료원라파엘웰빙센터,상중이동,128.537585,35.86001666666665,23022.0,5249.0
새방지하도1,상중이동,128.52974931666668,35.86769183333333,27023.0,2286.0
새방지하도2,상중이동,128.52951140000002,35.86774391666667,27605.0,821.0
경원고등학교앞,용산2동,128.52583405,35.86476704999999,16853.0,643.0
경원고등학교건너,용산2동,128.52525,35.864408333333344,8663.0,1572.0
KT서대구지사건너,평리2동,128.56412666666665,35.871811666666666,229964.0,39411.0
이현삼거리2,상중이동,128.53948499999998,35.877316666666665,22733.0,3515.0
북부정류장,비산7동,128.55579666666665,35.88435166666667,820513.0,155597.0
상리동입구1,상중이동,128.53206,35.88202166666667,373.0,1195.0
상리동입구2,상중이동,128.531915,35.882076666666656,33331.0,1897.0
상리동종점,상중이동,128.52989333333335,35.88335666666667,29.0,936.0
대구은행북비산지점건너1,비산2.3동,128.57135333333332,35.87790666666667,153955.0,34627.0
달서교회앞,평리2동,128.56773833333332,35.87202166666667,213277.0,100154.0
평리중학교앞,평리1동,128.56294499999998,35.874353333333346,26924.0,3458.0
서진중학교건너,평리6동,128.55318666666665,35.87904333333333,6232.0,6597.0
상리동종점2,상중이동,128.530228,35.88334000000001,9661.0,62.0
달서천하수종말처리장앞,비산7동,128.54203568333332,35.88305458333333,133.0,50.0
달서천하수종말처리장건너,상중이동,128.54222321666668,35.88290525,1490.0,163.0
서부소방서,평리6동,128.55367800000002,35.882147,119.0,576.0
상리동입구,상중이동,128.53592500000002,35.878352,30161.0,4069.0
서도초등학교서편2,평리2동,128.5637461,35.8666141,54633.0,13410.0
서도초등학교서편1,평리4동,128.56357711666666,35.86670806666667,62581.0,11481.0
열병합발전소건너,비산7동,128.54858653333335,35.88257091666666,222.0,4.0
열병합발전소앞,평리6동,128.5485666,35.88245061666667,25.0,23.0
대구의료원라파엘웰빙센터건너,상중이동,128.53733833333334,35.859791666666666,17693.0,14824.0
상리동종점3,상중이동,128.52817,35.882458333333346,23219.0,1038.0
중리롯데캐슬정문앞,상중이동,128.54971223333334,35.86638325000001,16515.0,3441.0
경덕여고,상중이동,128.55023166666666,35.863764999999994,20053.0,8411.0
중리중학교,상중이동,128.55046333333334,35.863423333333344,34919.0,3014.0
달서초교,상중이동,128.54976000000002,35.86702000000001,29653.0,2597.0
중리시장건너1,상중이동,128.54931166666665,35.86853166666665,8660.0,4113.0
중리시장건너2,상중이동,128.54952833333334,35.868368333333336,6144.0,24339.0
금호화물자동차공영차고지,상중이동,128.53220258333334,35.88561451666667,3034.0,413.0
비산웰빙하와이건너,비산6동,128.56706166666666,35.87589000000001,32579.0,1955.0
비산웰빙하와이앞,비산6동,128.56771666666666,35.87582833333333,21979.0,1860.0
위생처리장1,비산7동,128.53408483333337,35.884343599999994,5216.0,2458.0
위생처리장2,상중이동,128.53397391666664,35.88327011666667,2854.0,12345.0
비산초등학교정문,평리1동,128.56310799999997,35.8771311,5307.0,5737.0
평리6동주민센터건너,평리5동,128.5485362,35.874254283333336,15229.0,5153.0
한국방송통신대학교건너,신당동,128.49331666666663,35.85924833333333,24527.0,9023.0
한국방송통신대학교앞,신당동,128.4946383333333,35.85935666666667,3246.0,4852.0
계명문화대학앞,신당동,128.4919066666667,35.85852166666667,149007.0,216863.0
계명문화대학건너,신당동,128.49219499999998,35.85871666666666,167653.0,15130.0
비철금속협업단지앞,신당동,128.49219833333333,35.84187166666665,66595.0,4514.0
모다아울렛앞,신당동,128.49176500000002,35.83917,34972.0,30276.0
기업은행죽전동지점건너,죽전동,128.53725333333333,35.85719333333333,77022.0,11510.0
죽전그린빌앞,죽전동,128.53416166666665,35.85872166666665,92972.0,14252.0
2차서한화성타운앞,용산1동,128.52872756666667,35.85891325000001,204920.0,46617.0
2차서한화성타운건너,용산1동,128.52775666666668,35.858698333333344,457717.0,23590.0
용산2동행정복지센터앞,용산2동,128.52204924999998,35.85865855,337795.0,33187.0
성서보성타운2차앞,용산2동,128.51941000000002,35.858955,88295.0,17863.0
성서보성타운2차건너1,용산2동,128.51864286666665,35.85877925,75098.0,9482.0
대백한라무지개타운앞,이곡1동,128.51330101666665,35.85908730000001,109599.0,18689.0
대백한라무지개타운건너,이곡1동,128.51389,35.85886666666667,199318.0,9592.0
성서푸른마을아파트앞,이곡1동,128.50957090000003,35.8591256,30758.0,13825.0
성서서한2차타운1,이곡2동,128.50659166666668,35.858968333333344,104561.0,5247.0
성서동서서한타운건너,이곡2동,128.50328499999998,35.85916500000001,38251.0,6470.0
성서동서서한타운앞,이곡2동,128.50249666666664,35.85905,55038.0,4741.0
신당동행정복지센터건너,신당동,128.49895753333334,35.85932864999999,17083.0,16513.0
신당동행정복지센터앞,신당동,128.4993688166667,35.859068816666664,86831.0,4837.0
성서주공2단지건너,신당동,128.49891166666666,35.85556,211539.0,115279.0
성서주공2단지앞,신당동,128.49903333333333,35.85545833333333,439258.0,39950.0
이곡장미공원건너,이곡1동,128.51544166666665,35.85764500000001,23607.0,7487.0
이곡장미공원앞,이곡1동,128.5153137833333,35.85748084999999,33553.0,5697.0
성서청구타운건너,용산2동,128.52108,35.85575333333335,153014.0,11250.0
본리초교네거리2,본리동,128.53681594999998,35.84263016666667,18543.0,4531.0
본리초교네거리1,본리동,128.53723413333333,35.842599816666656,22088.0,13022.0
덕인초등학교앞,본리동,128.53673999999998,35.839445,14921.0,3396.0
덕인초등학교건너,본리동,128.53710666666666,35.838985,13389.0,5488.0
본리네거리2,본동,128.53801,35.837316666666666,107628.0,15609.0
성서농협남부지소,본동,128.54093999999998,35.837241666666664,131116.0,38559.0
본리아카시아맨션,본동,128.54211833333332,35.837415,53847.0,19724.0
대구공업대학1,본동,128.54557166666666,35.83715333333335,163956.0,40623.0
대구공업대학2,본동,128.54586333333333,35.837356666666665,65853.0,37042.0
본리119안전센터2,본리동,128.54466651666664,35.83825486666667,93448.0,45562.0
본리119안전센터1,본리동,128.54481246666668,35.838374716666664,313001.0,75000.0
제일여자상업고등학교건너,본리동,128.54470248333334,35.84177238333333,175420.0,56466.0
성당코오롱하늘채2,감삼동,128.54459601666667,35.844438583333336,157983.0,62588.0
대구광역시교육연수원앞,감삼동,128.54513166666666,35.84720166666667,82987.0,60320.0
성당코오롱하늘채,감삼동,128.54272766666665,35.843559716666654,69378.0,21268.0
성당래미안·e-편한세상앞,본리동,128.54273999999998,35.843405,119642.0,40806.0
본리초등학교앞,감삼동,128.53924833333335,35.84355333333333,73435.0,28015.0
본리초등학교건너,본리동,128.53909166666665,35.843478333333344,103651.0,22812.0
남대구IC1,본동,128.53434095,35.83722056666667,204046.0,13891.0
남대구IC2,본동,128.53302166666666,35.83743166666667,79714.0,11753.0
남부자동차종합시장앞,장기동,128.523075,35.83690166666667,15797.0,5549.0
남부자동차종합시장건너,월성2동,128.522975,35.83670333333335,40766.0,8804.0
경희강재건너,장기동,128.51661166666665,35.83654999999999,9679.0,6540.0
경희강재앞,월성2동,128.51712,35.83632833333333,31472.0,1433.0
중앙일보건너,장기동,128.51000000000002,35.83590166666667,12573.0,12330.0
대구비지니스센터앞,이곡2동,128.50716534999998,35.836921200000006,60778.0,7711.0
대구비지니스센터건너,장기동,128.5074316666667,35.837446666666665,55599.0,8458.0
금복주건너,장기동,128.5071,35.84176333333333,32946.0,7503.0
금복주앞,장기동,128.50740499999998,35.84285666666665,25739.0,8573.0
내일교회건너,장기동,128.58891333333335,35.82898333333333,2878.0,639.0
내일교회앞,장기동,128.515925,35.83888333333333,7078.0,660.0
푸드웰건너,월성2동,128.49916666666667,35.83512,41542.0,650.0
한국산업인력공단건너,월성2동,128.50529486666667,35.83531488333333,37391.0,794.0
한국산업인력공단앞,이곡2동,128.50448164999997,35.83556285,754.0,3274.0
푸드웰앞,이곡2동,128.50053833333334,35.83540666666667,762.0,3915.0
본리네거리,본동,128.53675333333334,35.836059999999996,34073.0,5523.0
본동시장앞,본동,128.53707333333332,35.83442333333333,15146.0,19589.0
본동시장건너,본동,128.53723333333332,35.83455166666667,87771.0,12323.0
월성주공5단지앞,본동,128.53662775,35.83215318333333,94433.0,69004.0
달서구청앞,월성2동,128.53373833333333,35.82975666666667,73465.0,38106.0
달서구청건너,월성1동,128.533895,35.82948666666667,169493.0,32636.0
월성청구코아건너,월성1동,128.53180000000003,35.82752166666667,235953.0,22007.0
월성주공2단지앞,월성2동,128.52771333333334,35.828485,121836.0,19842.0
월성푸르지오앞,월성1동,128.52825,35.82764500000001,166147.0,40636.0
월성2동행정복지센터앞,월성2동,128.52824858333332,35.83108883333333,332066.0,34404.0
월성2동행정복지센터건너,월성2동,128.52762603333335,35.83091894999999,150201.0,28534.0
월성주공4단지건너,월성2동,128.53348,35.83130999999999,401028.0,51198.0
월성주공4단지앞2,월성2동,128.53268166666666,35.83137833333333,211716.0,50399.0
올림픽기념관앞,본동,128.54112333333333,35.83390833333333,137542.0,28385.0
올림픽기념관건너,본동,128.540985,35.83397333333333,92022.0,45362.0
대구공업대학건너,본동,128.54476731666668,35.83632203333333,95061.0,39423.0
대구공업대학앞,본동,128.5446176,35.83602501666665,83671.0,23208.0
월성e-편한세상건너,월성1동,128.53131166666665,35.82467166666667,202849.0,36778.0
월성e-편한세상앞,월성1동,128.53172783333332,35.823935316666656,166385.0,52732.0
대곡주공8단지건너,도원동,128.53050333333334,35.80730666666667,50137.0,7616.0
대곡주공8단지앞,도원동,128.52926135,35.80769163333333,231964.0,19639.0
교대부설초등학교건너,도원동,128.53150995,35.80586413333333,73539.0,5873.0
교대부설초등학교앞,도원동,128.53177333333332,35.805365,4594.0,16239.0
대곡주공7단지앞,도원동,128.53368166666667,35.804333333333346,185663.0,16600.0
대곡주공6단지앞,도원동,128.53355753333332,35.80447135,50185.0,7280.0
대곡강산타운건너,도원동,128.53531745,35.8051549,75573.0,15861.0
대곡중학교앞,도원동,128.533265,35.807006666666666,16193.0,341.0
대곡중학교건너,도원동,128.53284833333333,35.807206666666666,164.0,4277.0
대곡사계절타운건너,도원동,128.53809166666667,35.80659166666667,144678.0,4910.0
대곡사계절타운앞,도원동,128.5383644833333,35.80674003333333,55282.0,21845.0
대곡주공2단지앞,도원동,128.54040833333332,35.806301666666656,217311.0,8274.0
대곡주공1단지앞,도원동,128.54068166666667,35.80653500000001,55119.0,20795.0
기업은행대곡지점앞,도원동,128.53599833333334,35.80840833333333,334500.0,8275.0
기업은행대곡지점건너,도원동,128.53581333333335,35.808068333333345,10124.0,33091.0
상인동서타운앞,상인1동,128.5438805166667,35.81306928333333,183539.0,33534.0
보성산호타운앞,상인2동,128.54386833333334,35.81195666666667,25358.0,16862.0
보성산호타운건너,상인2동,128.54334666666668,35.811661666666666,27602.0,6755.0
대동시장1,상인2동,128.53835166666667,35.811341666666664,48558.0,7394.0
대동시장2,상인2동,128.537725,35.81136,110364.0,5374.0
상인동화아이위시아파트앞,상인2동,128.54596281666667,35.81076325000001,13949.0,19617.0
상인동화아이위시아파트건너,상인3동,128.54676233333333,35.810312466666666,178412.0,12860.0
월곡네거리,상인2동,128.547935,35.80883666666667,825.0,6374.0
월배농협대덕지점건너,상인3동,128.54543999999999,35.81270166666665,17308.0,5193.0
상인한서타운앞,상인1동,128.54704833333332,35.81384999999999,29317.0,4714.0
상인청구타운건너,상인1동,128.54635166666668,35.815936666666666,34726.0,3803.0
상인청구타운앞,상인1동,128.54641,35.81572833333333,19570.0,4443.0
장동초등학교앞,장기동,128.53290166666665,35.843626666666665,37934.0,15153.0
장관빌라앞,송현1동,128.55955666666665,35.82807000000001,2510.0,2067.0
대덕승마장건너,송현1동,128.55368333333337,35.82351166666667,2720.0,504.0
대덕승마장앞,송현1동,128.55367333333334,35.823085,614.0,937.0
월촌고가교2,상인3동,128.54863999999998,35.814745,5578.0,612.0
월촌고가교1,상인1동,128.54897,35.8151,1264.0,1699.0
상인제림아파트앞,상인3동,128.54841323333332,35.81321111666667,19721.0,14950.0
상인제림아파트건너,상인3동,128.54857333333334,35.813341666666666,27324.0,4720.0
상인비둘기1단지아파트건너,상인3동,128.55127898333333,35.80914476666667,47858.0,10528.0
상인비둘기1단지아파트앞,상인3동,128.55125313333332,35.80937203333333,155265.0,7769.0
상인은행아파트건너,상인3동,128.55042313333334,35.80836146666667,83901.0,14068.0
보훈병원건너,도원동,128.55061478333334,35.80235501666665,29.0,354.0
보훈병원앞,도원동,128.55086833333334,35.80294166666667,37261.0,1326.0
상인비둘기2단지아파트앞,상인3동,128.55481525000002,35.80845924999999,158509.0,20204.0
상인장미아파트앞,상인3동,128.55637408333334,35.80806926666667,118264.0,18139.0
앞산궁도장건너,송현1동,128.56089,35.82824166666667,9153.0,1423.0
중앙일보앞,월성2동,128.51249166666668,35.83594,50353.0,1671.0
궁전아파트건너,감삼동,128.53545,35.84359833333333,14805.0,7384.0
궁전아파트앞,장기동,128.53539333333336,35.84355166666667,37838.0,9039.0
성곡중학교건너,용산2동,128.52145666666667,35.86092833333333,13337.0,6964.0
성곡중학교앞,용산2동,128.52159833333332,35.860906666666665,15281.0,1444.0
용산1동행정복지센터건너,용산1동,128.53045453333334,35.85553716666666,75719.0,33449.0
용산1동행정복지센터앞,용산1동,128.5307431,35.85504246666665,32133.0,12933.0
토지주택공사건너,상인2동,128.5458,35.808416666666666,46250.0,17720.0
토지주택공사앞,도원동,128.544795,35.80811833333333,131082.0,10678.0
월광수변공원,도원동,128.54878666666667,35.798475,35498.0,3154.0
용산종합큰시장건너,용산1동,128.53047641666666,35.85795328333333,133352.0,6951.0
용산종합큰시장앞,용산1동,128.53066333333334,35.85722333333333,53422.0,17720.0
삼성래미안2차앞,진천동,128.52357833333332,35.807521666666666,137452.0,43595.0
희성전자앞,신당동,128.47816,35.84526,1060.0,645.0
은행APT입구,도원동,128.54959333333332,35.80717166666667,3986.0,4959.0
월성주공4단지앞1,월성2동,128.53126333333333,35.83251333333333,41524.0,4901.0
현대백조아파트앞,본리동,128.53074809999998,35.84122501666665,37757.0,14586.0
용산2동행정복지센터건너,용산2동,128.52302356666667,35.858904683333336,69282.0,34953.0
성서푸른마을아파트건너,이곡1동,128.50898166666667,35.858955,98411.0,11479.0
모다아울렛건너,신당동,128.49217166666668,35.83877000000001,174591.0,18251.0
한국산업은행성서지점앞,월성2동,128.49542666666667,35.83500499999999,46386.0,755.0
월성청구코아앞,월성2동,128.53173166666664,35.827655,121040.0,40393.0
한국산업은행성서지점건너,신당동,128.49497000000002,35.83519666666667,4742.0,9685.0
대곡강산타운,도원동,128.53549999999998,35.805095,328429.0,22159.0
